charging_station_id,charging_station_operator,charging_station_name,charging_station_location,latitude,longitude,city,state,battery_capacity,energy_consumed,charging_duration,charging_rate,state_of_charge_start,state_of_charge_end,time_of_day,day_of_week,payment_type,user_type,Charger Type
Station_480,Tata Power,Tata Power - Juhu Vile Parle,"Juhu Beach Gate 3, Mumbai",19.097,72.8261,Mumbai,Maharashtra,77.60847805,73.09045077,2.41,30.38880381,29.66650146,99.85685077,Morning,Tuesday,"App, RFID",Casual Driver,DC Fast Charger
Station_48,Ather,MH|MUMBAI|POWAI#HIRANANDANI GARDENS,"TECHNOLOGY ST,HIRANANADANI GARDENS,SAINATH NAGAR,POWAI,MUMBAI,MAHARASHTARA 400076",19.11999443,72.9141036,Mumbai,Maharashtra,75,26.99234408,0.58,46.58137118,23.69485787,56.10531021,Morning,Monday,"App, Card, RFID",Commuter,Level 2
Station_48,ATUM,MH|MUMBAI|POWAI#HIRANANDANI GARDENS,"TECHNOLOGY ST,HIRANANADANI GARDENS,SAINATH NAGAR,POWAI,MUMBAI,MAHARASHTARA 400076",19.12,72.9141,Mumbai,Maharashtra,75,26.99234408,0.58,46.58137118,23.69485787,56.10531021,Morning,Monday,"App, Card, RFID",Commuter,Level 2
Station_11,Tata Power,Tata Power - Thane West,"Thane West Station, Thane",19.1915,72.972,Mumbai,Maharashtra,75,52.90446367,3.4,15.57205559,89.8386107,97.49538047,Night,Saturday,"App, UPI",Long-Distance Traveler,Level 2
Station_293,Magenta,Magenta ChargeGrid - Wadala,"Wadala Truck Terminal, Mumbai",19.0188,72.8571,Mumbai,Maharashtra,75,43.4665651,1.87,23.22301592,70.60042408,89.35441576,Evening,Friday,App,Long-Distance Traveler,Level 2
Station_454,Jio-bp Pulse,"IOCL Kini Causway, Bandra","36, SV Rd, Santosh Nagar, Bandra West, Mumbai, Maharashtra 400050",19.051601,72.838011,Mumbai,Maharashtra,50,54.88401336,7.86,6.985136805,64.28041815,82.38389625,Night,Saturday,"App, Card",Commuter,Level 1
Station_328,Tata Power,Tata Power - Khandeshwar,"Khandeshwar Railway Station, Navi Mumbai",19.0028,73.1076,Mumbai,Maharashtra,75,36.04757739,0.72,49.85189639,46.32842586,52.15170917,Evening,Tuesday,App,Casual Driver,Level 2
Station_149,Statiq,"Magenta TTC, Turbhe","Magenta House, D-285, TTC Industrial Area, nTurbhe, Near Unitech Motors, Navi Mumbai, Maharashtra",19.0685788,73.022744,Mumbai,Maharashtra,62,31.73575031,2.85,11.12987276,58.96875275,81.66823961,Evening,Wednesday,"App, UPI",Casual Driver,Level 1
Station_377,Ather,Ather Grid - Hiranandani,"Hiranandani Gardens, Powai, Mumbai",19.1206,72.9188,Mumbai,Maharashtra,85,64.53824697,3.68,17.56016007,17.18963766,57.13538346,Evening,Tuesday,App,Commuter,Level 2
Station_35,EV Dock,MH|MUMBAI|POWAI#HIRANANDANI GARDENS,"TECHNOLOGY ST,HIRANANADANI GARDENS,SAINATH NAGAR,POWAI,MUMBAI,MAHARASHTARA 400076",19.11999443,72.9141036,Mumbai,Maharashtra,75,69.44996148,1.41,49.41673269,27.56248159,63.29227669,Morning,Thursday,"App, Card, RFID",Casual Driver,Level 1
Station_35,Volttic,MH|MUMBAI|POWAI#HIRANANDANI GARDENS,"TECHNOLOGY ST,HIRANANADANI GARDENS,SAINATH NAGAR,POWAI,MUMBAI,MAHARASHTARA 400076",19.12,72.9141,Mumbai,Maharashtra,75,69.44996148,1.41,49.41673269,27.56248159,63.29227669,Morning,Thursday,"App, Card",Casual Driver,Level 1
Station_266,Tata Power,Tata Power - Vikhroli,"Near Vikhroli Station East, Mumbai",19.106,72.9286,Mumbai,Maharashtra,62,79.46231191,3.13,25.41252017,28.46123084,49.09641538,Evening,Wednesday,"App, RFID, UPI",Long-Distance Traveler,DC Fast Charger
Station_10,Tata Power,Tata Power - Ballard Estate,"Ballard Estate Parking Lot, Fort, Mumbai",18.9451,72.8354,Mumbai,Maharashtra,50,27.04710323,5.98,4.521631542,52.03296568,105.6169219,Afternoon,Monday,"App, RFID, UPI",Commuter,DC Fast Charger
Station_446,Statiq,Statiq - Ulhasnagar,"Ulhasnagar Station, Mumbai Region",19.2336,73.1353,Mumbai,Maharashtra,100,5.650181738,0.48,11.66743821,58.40045758,65.01799109,Morning,Saturday,"App, Card",Casual Driver,DC Fast Charger
Station_4,Magenta,Magenta ChargeGrid - Kalyan East,"Kalyan East Bus Depot, Thane",19.2402,73.1362,Mumbai,Maharashtra,69.44504561,72.71574853,2.25,32.25343212,28.89851962,57.73534409,Afternoon,Monday,App,Commuter,DC Fast Charger
Station_426,Volttic,BMC Parking Runwal Greens,"Nahur West, Industrial Area, Bhandup West, Mumbai, Maharashtra",19.1593952,72.945112,Mumbai,Maharashtra,85,61.9271036,2.45,25.27459826,73.65740812,93.02610697,Morning,Wednesday,"App, Card, UPI",Commuter,DC Fast Charger
Station_338,EVteQ,Lodha Venezia CPL,"GD Ambekar Marg, Lal Baug, Parel, Mumbai, Maharashtra",18.9917205,72.841513,Mumbai,Maharashtra,62,33.39817876,2.32,14.42092922,23.34413923,68.13930115,Morning,Tuesday,"App, Card, UPI",Long-Distance Traveler,DC Fast Charger
Station_19,VoltaPoint,MCGM Parking || Club Aquaria,"Devidas Lane, Shanti Ashram Borivali West, Near St.Lawrence High School, Mumbai, Maharashtra ,Borivali",19.2402364,72.8481819,Mumbai,Maharashtra,50,74.54048486,4.4,16.93586894,51.81491129,76.07639193,Evening,Saturday,"App, Card, RFID",Casual Driver,Level 2
Station_330,ChargeZone,Tata Power,"Fortune Cars, Navi Mumbai, Plot No. D-400, TTC Industrial Area, MIDC, Near Uran Phata Signal, Nerul, Navi Mumbai, Maharashtra - 400706",19.03639,73.029907,Mumbai,Maharashtra,100,76.49931987,2.04,37.44551098,24.87475156,58.71010168,Evening,Thursday,"App, UPI",Commuter,Level 2
Station_330,Kazam,Tata Power,"The Taj Mahal Palace, Colaba, In front of Times Building , Apollo Bandar, Colaba, Mumbai, Maharashtra 400001",18.92279506,72.83351898,Mumbai,Maharashtra,100,76.49931987,2.04,37.44551098,24.87475156,58.71010168,Evening,Thursday,App,Commuter,Level 2
Station_330,Tata Power,Tata Power,"Seven Hills Hospital, Andheri East, SevenHills Health City, Marol Maroshi Road, Andheri East, Mumbai, Maharashtra 400059",19.118831,72.87823,Mumbai,Maharashtra,100,76.49931987,2.04,37.44551098,24.87475156,58.71010168,Evening,Thursday,"App, RFID, UPI",Commuter,Level 2
Station_330,ATUM,Tata Power,"IOCL Sahara Hospitality, Vile Parle, opp. Domestic Airport, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400099",19.094122,72.85223,Mumbai,Maharashtra,100,76.49931987,2.04,37.44551098,24.87475156,58.71010168,Evening,Thursday,"App, Card, RFID",Commuter,Level 2
Station_330,EV Point,Tata Power,"CR - Lokmanya Tilak Station, Kurla, Outside Platform 1, Beside LTT Pay and Park, LTT Station, Pipeline Rd, Tilak Nagar, Kurla, Mumbai, Maharashtra 400089",19.068262,72.890964,Mumbai,Maharashtra,100,76.49931987,2.04,37.44551098,24.87475156,58.71010168,Evening,Thursday,"App, Card, RFID",Commuter,Level 2
Station_250,Statiq,Statiq - Panvel,"Orion Mall, Panvel",18.9892,73.117,Mumbai,Maharashtra,85,63.83060875,1.67,38.13906947,11.08354591,74.40527959,Evening,Thursday,"App, Card",Casual Driver,Level 2
Station_228,Tata Power,Tata Power - Mahalaxmi West,"Shree Simandhar Towers, Mahalaxmi West, Mumbai",18.994,72.8231,Mumbai,Maharashtra,62,65.18392769,1.69,38.57770533,17.72971756,82.7913617,Night,Saturday,App,Commuter,Level 1
Station_112,ChargeZone,ChargeZone - Versova,"Versova Metro Station, Andheri West, Mumbai",19.137,72.8261,Mumbai,Maharashtra,75,21.03051965,2.52,8.332992518,16.00498511,70.4098916,Night,Saturday,"App, Card",Commuter,DC Fast Charger
Station_438,Statiq,Statiq - Kurla Nehru Nagar,"Nehru Nagar Bus Stand, Kurla East, Mumbai",19.072,72.8821,Mumbai,Maharashtra,39.29742253,21.0022301,0.8,26.23272288,32.2755592,58.86833854,Night,Friday,"App, Card",Commuter,Level 2
Station_20,Magenta,Magenta ChargeGrid - Bhayandar,"Bhayandar West Station Parking, Mumbai",19.3134,72.8476,Mumbai,Maharashtra,75,34.80201788,2.1,16.59673018,64.52432585,57.79820096,Night,Wednesday,App,Casual Driver,DC Fast Charger
Station_129,Kazam,Kazam - Andheri West,"Near Infiniti Mall, Andheri West, Mumbai",19.1372,72.8276,Mumbai,Maharashtra,75,41.95057477,1.07,39.2570047,89.07810182,96.16384199,Evening,Monday,App,Commuter,DC Fast Charger
Station_189,ChargeZone,ChargeZone - Vashi,"Vashi Station East, Navi Mumbai",19.0708,72.9991,Mumbai,Maharashtra,62,11.48343149,0.53,21.47990189,35.53501681,91.07521077,Night,Friday,"App, UPI",Long-Distance Traveler,DC Fast Charger
Station_44,Statiq,Statiq - Panvel,"Orion Mall, Panvel",18.9892,73.117,Mumbai,Maharashtra,85,15.25417073,2.26,6.762530034,42.74181829,88.23131388,Evening,Thursday,"App, Card",Commuter,Level 1
Station_330,Kazam,Kazam - Parel,"Dr Ambedkar Rd, Parel, Mumbai",19.0094,72.8394,Mumbai,Maharashtra,85,45.0685333,1.1,41.03311514,51.66193909,92.05776183,Night,Sunday,"App, Card, UPI",Long-Distance Traveler,Level 1
Station_378,Magenta,Magenta ChargeGrid - Trombay,"Anushakti Nagar, Trombay, Mumbai",19.037,72.9235,Mumbai,Maharashtra,75,64.87047474,1.66,38.98816937,26.65071179,56.3647707,Night,Tuesday,App,Casual Driver,Level 1
Station_390,ATUM,Masstech controls Pvt ltd,"2/7 Meghal Industrial Estate, Devidayal Road, Mulund West, Mumbai, Maharashtra 400080",19.17674569,72.94574801,Mumbai,Maharashtra,50,25.13233553,1.55,16.20549351,25.68434812,94.52863671,Night,Monday,"App, RFID, UPI",Commuter,Level 1
Station_120,Tata Power,Tata Power - Nariman Point,"CR2 Mall Parking, Nariman Point, Mumbai, MH 400021",18.9255,72.8234,Mumbai,Maharashtra,85,67.45124177,1.5,45.01922284,36.06774243,61.52733401,Evening,Friday,"App, RFID, UPI",Casual Driver,DC Fast Charger
Station_405,Magenta,Magenta ChargeGrid - Prabhadevi,"Century Bazaar, Prabhadevi, Mumbai",19.0155,72.8275,Mumbai,Maharashtra,75,21.81937874,20.89046305,26.50712322,77.21863836,96.77280778,Evening,Monday,App,Casual Driver,Level 1
Station_352,Statiq,Statiq - Bandra Kurla Complex,"Next to Bharat Diamond Bourse, BKC, Mumbai",19.0588,72.8703,Mumbai,Maharashtra,85,60.12372287,1.96,30.65934381,30.09851055,86.7579399,Night,Friday,"App, Card",Long-Distance Traveler,DC Fast Charger
Station_426,Volttic,Volttic - Ghansoli,"Ghansoli Station East, Navi Mumbai",19.1339,73.0011,Mumbai,Maharashtra,62,28.57887808,1.51,18.89050926,25.48787822,91.4661195,Afternoon,Wednesday,App,Long-Distance Traveler,DC Fast Charger
Station_32,Ather,Ather Grid - Sewri,"Next to VRL Logistics, Ashok Gardens, PD’Mello Rd, Sewri West, Mumbai 400033",18.9959,72.8532,Mumbai,Maharashtra,62,21.13404478,0.65,32.2920457,44.71421516,79.20117924,Night,Sunday,App,Long-Distance Traveler,Level 2
Station_25,Tata Power,Tata Power - Khandeshwar,"Khandeshwar Railway Station, Navi Mumbai",19.0028,73.1076,Mumbai,Maharashtra,50,79.39006382,4.15,19.13778917,63.91237042,87.44451137,Morning,Saturday,App,Commuter,Level 2
Station_232,Kazam,Kazam - Thane,"Eastern Express Hwy, Near Viviana Mall, Thane, Mumbai",19.1866,72.9728,Mumbai,Maharashtra,85,43.4665651,1.25,34.69206917,49.71687028,75.84852337,Morning,Thursday,App,Casual Driver,Level 2
Station_84,Statiq,Statiq - Kharghar Central Park,"Central Park Parking, Kharghar, Navi Mumbai",19.0418,73.0634,Mumbai,Maharashtra,85,64.60983161,16.19,3.991359551,21.98287037,72.93984362,Morning,Wednesday,App,Long-Distance Traveler,Level 1
Station_402,Statiq,Statiq - Ghatkopar,"Ghatkopar East, Mumbai",19.0836,72.9136,Mumbai,Maharashtra,62,34.38288065,5.24,6.558201297,51.16789791,88.32990473,Night,Sunday,"App, Card",Long-Distance Traveler,Level 1
Station_72,Statiq,Statiq - Palava City,"Lodha Xperia Mall, Palava City, Dombivli",19.2263,73.0965,Mumbai,Maharashtra,75,37.42669941,2.2,16.98014038,94.43594757,90.5370852,Afternoon,Tuesday,App,Casual Driver,Level 1
Station_172,EVteQ,Blue Tokai Coffee,"Unit 20-22, Laxmi Woollen Mill, Opposite Blue Loft, Dr E Moses Marg, Off, Shakti Mills Ln, Mahalakshmi, Mumbai",18.989356,72.825234,Mumbai,Maharashtra,85,75.62248861,4.5,16.79147373,72.63725302,68.33086516,Morning,Sunday,"App, RFID, UPI",Commuter,DC Fast Charger
Station_343,Tata Power,Tata Power - Tilak Nagar,"Tilak Nagar Railway Station, Mumbai",19.0734,72.8892,Mumbai,Maharashtra,75,66.85109294,3.3,20.27113939,24.35122821,61.21435182,Evening,Tuesday,App,Long-Distance Traveler,DC Fast Charger
Station_436,EVteQ,HP Super Service DC Charging Station,"157, Jeevan Bima Marg, Backbay Reclamation, Churchgate, Mumbai, Maharashtra 400020, India",18.9285,72.8255,Mumbai,Maharashtra,62,32.34799933,2.13,15.17023592,71.05173681,83.00801294,Morning,Sunday,"App, Card, RFID",Casual Driver,DC Fast Charger
Station_218,Statiq,Statiq - Andheri East,"Andheri East Metro Station, Mumbai",19.1146,72.8696,Mumbai,Maharashtra,100,10.24188589,0.48,21.4576929,30.14072124,85.00767894,Evening,Monday,"App, Card, UPI",Long-Distance Traveler,Level 2
Station_275,Ather,Carnival Cinemas Imax,"Carnival Cinemas Imax, Anik Wadala Link Rd, Bhakti Park, Wadala, Mumbai, Maharashtra ,Worli",19.0313299,72.8809653,Mumbai,Maharashtra,62,71.97510218,3.04,23.65002521,63.10375471,63.99918589,Morning,Monday,"App, UPI",Commuter,Level 2
Station_208,Tata Power,Tata Power Charging Station,"Anik Depot, Municipal Kamgar Vasahat, Trombay Industrial Area, Chembur, Mumbai",19.0302,72.8927,Mumbai,Maharashtra,62,75.40700954,4.25,17.72970872,32.02965793,101.6052792,Evening,Sunday,"App, UPI",Commuter,Level 2
Station_309,Statiq,Statiq - Ghatkopar,"Ghatkopar East, Mumbai",19.0836,72.9136,Mumbai,Maharashtra,85,28.27985715,2.14,13.22697476,62.57412042,88.35855053,Evening,Tuesday,"App, Card",Commuter,Level 2
Station_57,Statiq,Statiq - Bandra Kurla Complex,"Next to Bharat Diamond Bourse, BKC, Mumbai",19.0588,72.8703,Mumbai,Maharashtra,50,21.42275953,2.33,9.189077429,86.4947654,52.98111186,Afternoon,Monday,"App, Card",Commuter,DC Fast Charger
Station_339,Jio-bp Pulse,"Brookfield, Powai","Spectra, High St, Hiranandani Gardens, Powai, Mumbai, Maharashtra 400076",19.11637,72.91086,Mumbai,Maharashtra,50,22.01644361,0.53,41.19625064,23.66561092,74.89872942,Morning,Monday,"App, Card",Casual Driver,Level 1
Station_339,EVteQ,"Brookfield, Powai","Pay & Park, Central Ave, Hiranandani Gardens, Powai, Mumbai, Maharashtra 400076",19.11644,72.90968,Mumbai,Maharashtra,50,22.01644361,0.53,41.19625064,23.66561092,74.89872942,Morning,Monday,"App, RFID, UPI",Casual Driver,Level 1
Station_76,Tata Power,Tata Power - Antop Hill,"Antop Hill Post Office, Mumbai",19.0165,72.8605,Mumbai,Maharashtra,85,49.73870005,1.51,32.86836958,85.72764732,52.82854415,Night,Wednesday,App,Commuter,DC Fast Charger
Station_459,Statiq,Statiq - Navi Mumbai,"Seawoods Station, Navi Mumbai",19.0387,73.0222,Mumbai,Maharashtra,100,44.95337165,1.32,34.04003944,66.85003619,61.31395763,Night,Saturday,"App, Card, UPI",Casual Driver,Level 1
Station_156,Statiq,Statiq - Parel,"Phoenix Mills Compound, Lower Parel, Mumbai",19.0029,72.824,Mumbai,Maharashtra,62,44.06215479,3.49,12.63772843,74.68318534,73.06427881,Morning,Sunday,"App, Card, UPI",Casual Driver,Level 2
Station_258,Volttic,Volttic - Ghansoli,"Ghansoli Station East, Navi Mumbai",19.1339,73.0011,Mumbai,Maharashtra,75,38.59813941,1.45,26.5629522,37.92749853,75.10094365,Evening,Saturday,App,Long-Distance Traveler,Level 2
Station_254,Tata Power,Tata Power - Dombivli,"Dombivli East Railway Parking, Thane",19.2188,73.0935,Mumbai,Maharashtra,62,79.75044564,10.72779587,26.50712322,19.73375144,69.33144338,Evening,Saturday,App,Commuter,DC Fast Charger
Station_188,Statiq,Statiq - Panvel,"Orion Mall, Panvel",18.9892,73.117,Mumbai,Maharashtra,85,66.89909636,1.7,39.32414111,22.59313605,75.40468289,Morning,Tuesday,"App, Card",Commuter,DC Fast Charger
Station_32,Jio-bp Pulse,Jio-bp Pulse - Napean Sea Road,"Priyadarshini Park, Mumbai",18.9636,72.8019,Mumbai,Maharashtra,50,40.05179662,1.52,26.32801687,21.78035695,92.33198159,Morning,Saturday,App,Casual Driver,DC Fast Charger
Station_485,Magenta,Magenta ChargeGrid - Mahalaxmi,"Mahalaxmi Race Course, Mumbai",18.9938,72.8237,Mumbai,Maharashtra,62,38.36041213,1,38.34376389,72.50501027,86.30071772,Night,Tuesday,"App, Card",Long-Distance Traveler,DC Fast Charger
Station_397,Volttic,Volttic - Worli Sea Face,"Worli Sea Face Promenade, Worli, Mumbai",19.0053,72.8157,Mumbai,Maharashtra,75,6.337534265,1.47,4.315961671,44.29225743,55.5236463,Morning,Wednesday,App,Long-Distance Traveler,Level 1
Station_5,Tata Power,Lifeon Industries,"D298, TTC Industrial area, turbhe",19.06895357,73.02251015,Mumbai,Maharashtra,100,6.97877135,0.19,35.78892354,23.83153159,78.77996734,Morning,Tuesday,"App, UPI",Casual Driver,DC Fast Charger
Station_330,VoltaPoint,Volltic PCS04,"Gala No14 A, KBM compound, military road, raje shivaji nagar, marol, andheri east, 400072",19.12012455,72.88724762,Mumbai,Maharashtra,50,62.42036137,2.09,29.9083034,119.0511075,50.38374048,Night,Thursday,"App, RFID, UPI",Casual Driver,DC Fast Charger
Station_412,Statiq,Statiq - Santacruz,"Santacruz West, Near Railway Station, Mumbai",19.0803,72.8365,Mumbai,Maharashtra,75,23.8368801,1.93,12.32951236,63.19883628,73.81270846,Night,Sunday,"App, Card, UPI",Commuter,Level 1
Station_416,Volttic,Volttic - BKC,"Bandra Kurla Complex, Bandra East, Mumbai",19.0658,72.8687,Mumbai,Maharashtra,47.65326138,29.34959504,0.97,30.32389572,72.60499922,22.27521585,Morning,Tuesday,"App, Card",Commuter,Level 1
Station_65,Tata Power,Tata Power - Airoli,"Reliable Plaza, Airoli, Navi Mumbai",19.164,72.9948,Mumbai,Maharashtra,50,69.71594631,6.93,10.06309377,20.4323108,79.5199883,Evening,Saturday,"App, RFID",Long-Distance Traveler,DC Fast Charger
Station_11,Tata Power,Tata Power - Kurla LBS,"LBS Marg, Kurla West, Mumbai",19.0702,72.881,Mumbai,Maharashtra,50,69.42235104,7.02,9.889820742,29.13398079,99.88715307,Evening,Monday,"App, RFID",Casual Driver,DC Fast Charger
Station_421,ATUM,ATUM Charge - Ghatkopar,"Ghatkopar East, Mumbai",19.0852,72.9114,Mumbai,Maharashtra,105.5549669,48.50288659,1.11,43.60970746,28.20893507,64.31222001,Night,Monday,"App, Card",Casual Driver,Level 2
Station_221,Kazam,Kazam - Andheri West,"Near Infiniti Mall, Andheri West, Mumbai",19.1372,72.8276,Mumbai,Maharashtra,75,45.4711888,0.95,48.01145593,56.83137688,89.62384239,Morning,Sunday,App,Commuter,Level 1
Station_424,Kazam,Kazam - Thane,"Eastern Express Hwy, Near Viviana Mall, Thane, Mumbai",19.1866,72.9728,Mumbai,Maharashtra,75,51.20692409,5.13,9.977877022,67.38758549,59.75759843,Afternoon,Wednesday,App,Commuter,Level 2
Station_461,Tata Power,Tata Power - Dadar East,"Mujawar Pakhadi Rd, Dadar East, Mumbai",19.0202,72.8447,Mumbai,Maharashtra,101.1029879,7.275443511,0.35,21.06032431,12.88478096,72.45174831,Night,Saturday,"App, RFID, UPI",Commuter,Level 2
Station_68,VoltaPoint,Xavier Institute of Engineering,"Opposite S.L.Raheja Hospital, Mahim Causeway, Mahim (West), Raheja Hospital Marg, Mumbai, Maharashtra",19.04520829,72.84154175,Mumbai,Maharashtra,85,47.19744469,2.01,23.43002275,74.87748788,94.07356949,Night,Friday,"App, RFID, UPI",Casual Driver,Level 1
Station_68,EV Point,Xavier Institute of Engineering,"Opposite S.L.Raheja Hospital, Mahim nCauseway, Mahim (West), Raheja Hospital nMarg, Mumbai, Maharashtra 400016",19.04527839,72.84168159,Mumbai,Maharashtra,85,47.19744469,2.01,23.43002275,74.87748788,94.07356949,Night,Friday,App,Casual Driver,Level 1
Station_409,Tata Power,Tata Power - Colaba,"Colaba Causeway, Near Regal Cinema, Mumbai",18.9216,72.8326,Mumbai,Maharashtra,62,24.40113304,0.78,31.11524448,65.98351537,51.25486777,Afternoon,Tuesday,"App, RFID",Long-Distance Traveler,Level 1
Station_220,EV Dock,EV Dock - Mira Road,"Mira Road East, Thane",19.291,72.8511,Mumbai,Maharashtra,193.0030739,42.74479257,1.06,40.2059876,19.56303216,67.79633548,Evening,Saturday,"App, RFID, UPI",Casual Driver,Level 2
Station_244,Tata Power,Tata Power - Khar West,"Khar Danda Road, Mumbai",19.0756,72.8322,Mumbai,Maharashtra,75,45.90925215,1.74,26.3121504,40.71611726,97.28846478,Night,Tuesday,App,Commuter,Level 2
Station_182,Tata Power,Tata Power - Borivali West,"Indraprastha Mall, Borivali West, Mumbai",19.233,72.8552,Mumbai,Maharashtra,75,8.115370261,14.42669236,26.50712322,22.18992507,99.62809793,Evening,Saturday,"App, RFID",Long-Distance Traveler,DC Fast Charger
Station_197,Kazam,Kazam - Kharghar,"Near Kharghar Station, Navi Mumbai",19.0533,73.0571,Mumbai,Maharashtra,50,21.30857255,0.76,28.04359239,78.29829104,91.7160356,Night,Tuesday,App,Casual Driver,DC Fast Charger
Station_106,Jio-bp Pulse,Kabra Metro One,"14, JP Rd, Aram Nagar, Seven Bunglow, Andheri West",19.13030121,72.82229723,Mumbai,Maharashtra,50,55.30273056,1.48,37.34746081,71.91664638,88.37524194,Morning,Thursday,"App, UPI",Commuter,Level 2
Station_58,Jio-bp Pulse,Charge Zone,"MH | Mumbai | The Westin Mumbai Powai Lake,The Westin Mumbai Powai Lake Kailash Nagar, Morarji Nagar, Powai, Mumbai, Maharashtra 400076",19.133659,72.900817,Mumbai,Maharashtra,7.714516854,36.22941276,3.27,11.09306321,43.35667392,91.94031675,Evening,Monday,"App, Card, RFID",Casual Driver,Level 2
Station_58,Jio-bp Pulse,Charge Zone,"MH | Mumbai | NSCI - Worli,NSCI, Lala Lajpatrai Marg, Lotus Colony, Worli, Mumbai, Maharashtra 400018",18.9862222,72.8149436,Mumbai,Maharashtra,7.714516854,36.22941276,3.27,11.09306321,43.35667392,91.94031675,Evening,Monday,"App, RFID, UPI",Casual Driver,Level 2
Station_78,Jio-bp Pulse,Jio-bp Pulse - Bhandup,"Neptune Magnet Mall, LBS Marg, Bhandup West, Mumbai",19.1485,72.9358,Mumbai,Maharashtra,62,12.35040612,0.28,44.04764539,47.07173173,68.83315695,Night,Wednesday,"App, Card",Long-Distance Traveler,DC Fast Charger
Station_33,Magenta,Evershine Mall Charging Station,"Chincholi Bunder Road, New Link Rd, Malad West, Mumbai, Maharashtra 400064",19.1798,72.8361,Mumbai,Maharashtra,75,68.24465321,1.38,49.3612511,57.9079949,88.30938417,Evening,Wednesday,"App, Card, RFID",Long-Distance Traveler,Level 1
Station_101,Statiq,Statiq - Marol Naka,"Marol Naka Metro Station, Mumbai",19.109,72.8771,Mumbai,Maharashtra,100,6.065161713,0.13,46.62351209,19.64689729,71.19100274,Morning,Sunday,"App, Card, UPI",Long-Distance Traveler,DC Fast Charger
Station_166,Tata Power,Tata Power - Kapasi CHSL,"4/5, Enterprise Apartment, Forjet Hill Rd, Tardeo, Mumbai",18.965,72.8098,Mumbai,Maharashtra,62,41.7666481,1.91,21.83372403,42.35837562,51.49172571,Afternoon,Friday,"App, RFID, UPI",Casual Driver,Level 1
Station_83,Statiq,Statiq - Andheri East,"Andheri East Metro Station, Mumbai",19.1146,72.8696,Mumbai,Maharashtra,81.36841583,57.97765789,8.92,6.499187935,58.308685,63.86610505,Evening,Thursday,"App, Card, UPI",Long-Distance Traveler,DC Fast Charger
Station_182,Fortum,Fortum - Lower Parel,"World Trade Centre One, Lower Parel, Mumbai",19.0012,72.8281,Mumbai,Maharashtra,75,74.10752218,1.62,45.69740275,72.90390529,51.69102216,Evening,Wednesday,"App, Card, RFID",Casual Driver,Level 2
Station_336,Statiq,K Star Chembur,"VN Purav Marg Diamond Garden, Basant Garden, Chembur Mumbai, Maharashtra,Chembur",19.05231631,72.90163581,Mumbai,Maharashtra,50,64.37713244,4.22,15.2565692,15.58695625,98.80776451,Afternoon,Monday,App,Long-Distance Traveler,Level 2
Station_309,Magenta,Magenta ChargeGrid - Mansarovar,"Mansarovar Railway Station, Navi Mumbai",19.0121,73.055,Mumbai,Maharashtra,75,15.5583755,0.35,44.45073085,83.20214245,61.22134406,Morning,Monday,App,Casual Driver,Level 2
Station_146,Volttic,"Inderjit Cars, Andheri West","1059/1060, Adarsh nagar, near infinity mall, Off New Link Road, Andheri West, Mumbai, Maharashtra 400053",19.14207,72.83241,Mumbai,Maharashtra,50,40.7367048,4.13,9.866759209,33.92648682,67.6953312,Night,Friday,"App, Card, RFID",Long-Distance Traveler,DC Fast Charger
Station_226,Magenta,Magenta ChargeGrid - Mumbra,"Near Mumbra Station, Thane",19.1808,72.9836,Mumbai,Maharashtra,62,20.51871405,0.76,27.17353746,83.5904818,159.9889032,Afternoon,Tuesday,"App, Card",Long-Distance Traveler,Level 1
Station_105,Volttic,"Brookfield, Powai","Spectra, High St, Hiranandani Gardens, Powai, Mumbai, Maharashtra 400076",19.11637,72.91086,Mumbai,Maharashtra,62,13.58796474,0.33,40.81172935,67.80447255,58.52581793,Night,Monday,"App, Card, UPI",Commuter,DC Fast Charger
Station_105,Ather,"Brookfield, Powai","Pay & Park, Central Ave, Hiranandani Gardens, Powai, Mumbai, Maharashtra 400076",19.11644,72.90968,Mumbai,Maharashtra,62,13.58796474,0.33,40.81172935,67.80447255,58.52581793,Night,Monday,"App, RFID, UPI",Commuter,DC Fast Charger
Station_260,EV Dock,"Hare Krishna Mahindra, Mulund West","Building, Plot 1, Udyog Kshtra, Mulund Goregaon Link Rd, near D Mart Mulund, Salpa Devi Pada, Mulund West, Mumbai, Maharashtra 400080",19.163979,72.938751,Mumbai,Maharashtra,50,73.37136541,1.61,45.50795122,62.52618043,62.34091279,Afternoon,Wednesday,"App, UPI",Commuter,Level 1
Station_207,Tata Power,Tata Power - Chembur,"Next to Diamond Garden, Chembur, Mumbai",19.0455,72.8996,Mumbai,Maharashtra,75,43.4665651,1.46,29.83758581,41.49585704,54.94247646,Afternoon,Wednesday,"App, RFID",Commuter,Level 2
Station_116,Fortum,MCGM Parking || Runwal Anthurium,"Runwal Anthurium Rd, opposite Veena Nagar, Vardhman Nagar, Mulund West",19.18066617,72.94684724,Mumbai,Maharashtra,85,43.25451714,2.24,19.27803572,16.42986703,85.24212847,Night,Tuesday,"App, RFID",Commuter,Level 1
