station_key,station_name,charging_station_operator,energy_consumed_kwh_sum,energy_consumed_kwh_mean,charging_duration_hours_mean,charging_rate_kw_mean,sessions_count,peak_time_of_day,peak_day_of_week,latitude,longitude,city,state,charging_station_location,stations_within_2km
"fortune_cars,_navi_mumbai,_plot_no._d-400,_ttc_industrial_area,_midc,_near_uran_phata_signal,_nerul,_navi_mumbai,_maharashtra_-_400706","Fortune Cars, Navi Mumbai, Plot No. D-400, TTC Industrial Area, MIDC, Near Uran Phata Signal, Nerul, Navi Mumbai, Maharashtra - 400706",VoltaPoint,6.268235994,6.268235994,6.385988648,26.50712322,10,Evening,Friday,19.03639,73.029907,Mumbai,Maharashtra,"Fortune Cars, Navi Mumbai, Plot No. D-400, TTC Industrial Area, MIDC, Near Uran Phata Signal, Nerul, Navi Mumbai, Maharashtra - 400706",2
"fortune_cars,_navi_mumbai,_plot_no._d-400,_ttc_industrial_area,_midc,_near_uran_phata_signal,_nerul,_navi_mumbai,_maharashtra_-_400706","Fortune Cars, Navi Mumbai, Plot No. D-400, TTC Industrial Area, MIDC, Near Uran Phata Signal, Nerul, Navi Mumbai, Maharashtra - 400706",Volttic,45.81366157,45.81366157,2.64,17.3546406,10,Evening,Friday,19.03639,73.029907,Mumbai,Maharashtra,"Fortune Cars, Navi Mumbai, Plot No. D-400, TTC Industrial Area, MIDC, Near Uran Phata Signal, Nerul, Navi Mumbai, Maharashtra - 400706",2
"g-603/604,_vasari_hill_rd,_malad,_sunder_nagar,_goregaon_west,_mumbai","G-603/604, Vasari Hill Rd, Malad, Sunder Nagar, Goregaon West, Mumbai",EV Dock,79.00225971,79.00225971,2.93,26.97742286,1,Night,Friday,19.1787,72.8446,Mumbai,Maharashtra,"G-603/604, Vasari Hill Rd, Malad, Sunder Nagar, Goregaon West, Mumbai",9
"gala_no14_a,_kbm_compound,_military_road,_raje_shivaji_nagar,_marol,_andheri_east,_400072","Gala No14 A, KBM compound, military road, raje shivaji nagar, marol, andheri east, 400072",VoltaPoint,62.42036137,62.42036137,2.09,29.9083034,1,Night,Thursday,19.12012455,72.88724762,Mumbai,Maharashtra,"Gala No14 A, KBM compound, military road, raje shivaji nagar, marol, andheri east, 400072",17
"gd_ambekar_marg,_lal_baug,_parel,_mumbai,_maharashtra","GD Ambekar Marg, Lal Baug, Parel, Mumbai, Maharashtra",EVteQ,33.39817876,33.39817876,2.32,14.42092922,1,Morning,Tuesday,18.9917205,72.841513,Mumbai,Maharashtra,"GD Ambekar Marg, Lal Baug, Parel, Mumbai, Maharashtra",13
"ghansoli_station_east,_navi_mumbai","Ghansoli Station East, Navi Mumbai",Volttic,67.17701749,33.58850875,1.48,22.72673073,2,Afternoon,Saturday,19.1339,73.0011,Mumbai,Maharashtra,"Ghansoli Station East, Navi Mumbai",0
"ghatkopar_east,_mumbai","Ghatkopar East, Mumbai",ATUM,48.50288659,48.50288659,1.11,43.60970746,3,Night,Monday,19.0836,72.9136,Mumbai,Maharashtra,"Ghatkopar East, Mumbai",2
"ghatkopar_east,_mumbai","Ghatkopar East, Mumbai",Statiq,62.6627378,31.3313689,3.69,9.892588029,3,Night,Monday,19.0836,72.9136,Mumbai,Maharashtra,"Ghatkopar East, Mumbai",2
"gut_no.151/2,_village_-_ajivali,_taluka_-_panvel,_raigad,_ajivali,_410216","GUT NO.151/2, VILLAGE - AJIVALI, TALUKA - PANVEL, RAIGAD, AJIVALI, 410216",Kazam,8.349591228,8.349591228,0.18,47.48218949,2,Evening,Monday,18.9563188,73.1626506,Mumbai,Maharashtra,"GUT NO.151/2, VILLAGE - AJIVALI, TALUKA - PANVEL, RAIGAD, AJIVALI, 410216",0
"gut_no.151/2,_village_-_ajivali,_taluka_-_panvel,_raigad,_ajivali,_410216","GUT NO.151/2, VILLAGE - AJIVALI, TALUKA - PANVEL, RAIGAD, AJIVALI, 410216",Tata Power,45.57396766,45.57396766,4.11,11.089827,2,Evening,Monday,18.9563188,73.1626506,Mumbai,Maharashtra,"GUT NO.151/2, VILLAGE - AJIVALI, TALUKA - PANVEL, RAIGAD, AJIVALI, 410216",0
"hiranandani_gardens,_powai,_mumbai","Hiranandani Gardens, Powai, Mumbai",Ather,213.1205945,71.04019816,4.036666667,18.24725944,3,Evening,Friday,19.1206,72.9188,Mumbai,Maharashtra,"Hiranandani Gardens, Powai, Mumbai",17
"indraprastha_mall,_borivali_west,_mumbai","Indraprastha Mall, Borivali West, Mumbai",Tata Power,8.115370261,8.115370261,14.42669236,26.50712322,1,Evening,Saturday,19.233,72.8552,Mumbai,Maharashtra,"Indraprastha Mall, Borivali West, Mumbai",6
"inorbit_mall,_goregaon_west,_mumbai","Inorbit Mall, Goregaon West, Mumbai",Jio-bp Pulse,42.51736092,42.51736092,1.07,39.91263736,1,Morning,Saturday,19.1643,72.8346,Mumbai,Maharashtra,"Inorbit Mall, Goregaon West, Mumbai",4
"iocl_sahara_hospitality,_vile_parle,_opp._domestic_airport,_navpada,_vile_parle_east,_vile_parle,_mumbai,_maharashtra_400099","IOCL Sahara Hospitality, Vile Parle, opp. Domestic Airport, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400099",ATUM,76.49931987,76.49931987,2.04,37.44551098,10,Evening,Friday,19.094122,72.85223,Mumbai,Maharashtra,"IOCL Sahara Hospitality, Vile Parle, opp. Domestic Airport, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400099",1
"iocl_sahara_hospitality,_vile_parle,_opp._domestic_airport,_navpada,_vile_parle_east,_vile_parle,_mumbai,_maharashtra_400099","IOCL Sahara Hospitality, Vile Parle, opp. Domestic Airport, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400099",ChargeZone,45.81366157,45.81366157,2.64,17.3546406,10,Evening,Friday,19.094122,72.85223,Mumbai,Maharashtra,"IOCL Sahara Hospitality, Vile Parle, opp. Domestic Airport, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400099",1
"iocl_sahara_hospitality,_vile_parle,_opp._domestic_airport,_navpada,_vile_parle_east,_vile_parle,_mumbai,_maharashtra_400099","IOCL Sahara Hospitality, Vile Parle, opp. Domestic Airport, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400099",EV Point,67.83558524,33.91779262,4.86054613,33.91169752,10,Evening,Friday,19.094122,72.85223,Mumbai,Maharashtra,"IOCL Sahara Hospitality, Vile Parle, opp. Domestic Airport, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400099",1
"iocl_sahara_hospitality,_vile_parle,_opp._domestic_airport,_navpada,_vile_parle_east,_vile_parle,_mumbai,_maharashtra_400099","IOCL Sahara Hospitality, Vile Parle, opp. Domestic Airport, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400099",Kazam,62.04623037,62.04623037,3.34,18.56265579,10,Evening,Friday,19.094122,72.85223,Mumbai,Maharashtra,"IOCL Sahara Hospitality, Vile Parle, opp. Domestic Airport, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400099",1
"iocl_sahara_hospitality,_vile_parle,_opp._domestic_airport,_navpada,_vile_parle_east,_vile_parle,_mumbai,_maharashtra_400099","IOCL Sahara Hospitality, Vile Parle, opp. Domestic Airport, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400099",Magenta,71.28000416,71.28000416,1.75,40.61639923,10,Evening,Friday,19.094122,72.85223,Mumbai,Maharashtra,"IOCL Sahara Hospitality, Vile Parle, opp. Domestic Airport, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400099",1
"iocl_sahara_hospitality,_vile_parle,_opp._domestic_airport,_navpada,_vile_parle_east,_vile_parle,_mumbai,_maharashtra_400099","IOCL Sahara Hospitality, Vile Parle, opp. Domestic Airport, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400099",VoltaPoint,77.63234569,77.63234569,6.94,11.17901456,10,Evening,Friday,19.094122,72.85223,Mumbai,Maharashtra,"IOCL Sahara Hospitality, Vile Parle, opp. Domestic Airport, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400099",1
"iocl_sahara_hospitality,_vile_parle,_opp._domestic_airport,_navpada,_vile_parle_east,_vile_parle,_mumbai,_maharashtra_400099","IOCL Sahara Hospitality, Vile Parle, opp. Domestic Airport, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400099",Volttic,97.94569658,32.64856553,1.996666667,21.27174113,10,Evening,Friday,19.094122,72.85223,Mumbai,Maharashtra,"IOCL Sahara Hospitality, Vile Parle, opp. Domestic Airport, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400099",1
"juhu_beach_gate_3,_mumbai","Juhu Beach Gate 3, Mumbai",Tata Power,73.09045077,73.09045077,2.41,30.38880381,1,Morning,Tuesday,19.097,72.8261,Mumbai,Maharashtra,"Juhu Beach Gate 3, Mumbai",2
"juhu_tara_rd,_near_juhu_beach,_mumbai","Juhu Tara Rd, Near Juhu Beach, Mumbai",Fortum,135.8815458,45.29384859,1.12,38.448172,3,Afternoon,Saturday,19.0977,72.8271,Mumbai,Maharashtra,"Juhu Tara Rd, Near Juhu Beach, Mumbai",2
"juhu_tara_rd,_near_juhu_beach,_mumbai,_maharashtra","Juhu Tara Rd, Near Juhu Beach, Mumbai, Maharashtra",EV Point,79.45782399,79.45782399,2.42,32.88286976,1,Evening,Saturday,19.0994,72.8269,Mumbai,Maharashtra,"Juhu Tara Rd, Near Juhu Beach, Mumbai, Maharashtra",2
"junction_of_bellasis_road_and_dr_d.b._marg_,_mumbai_central,_mumbai_400008","Junction of Bellasis Road and Dr D.B. Marg , Mumbai Central, Mumbai 400008",Magenta,46.45478115,46.45478115,1.08,42.8384828,2,Evening,Thursday,18.9688627,72.8207138,Mumbai,Maharashtra,"Junction of Bellasis Road and Dr D.B. Marg , Mumbai Central, Mumbai 400008",5
"junction_of_bellasis_road_and_dr_d.b._marg_,_mumbai_central,_mumbai_400008","Junction of Bellasis Road and Dr D.B. Marg , Mumbai Central, Mumbai 400008",VoltaPoint,32.52486105,32.52486105,1.03,31.55315617,2,Evening,Thursday,18.9688627,72.8207138,Mumbai,Maharashtra,"Junction of Bellasis Road and Dr D.B. Marg , Mumbai Central, Mumbai 400008",5
"kalamboli_steel_market_junction,_navi_mumbai","Kalamboli Steel Market Junction, Navi Mumbai",VoltaPoint,85.03985431,85.03985431,3.18,26.7265968,1,Evening,Sunday,19.0543,73.1153,Mumbai,Maharashtra,"Kalamboli Steel Market Junction, Navi Mumbai",1
"kalyan_east_bus_depot,_thane","Kalyan East Bus Depot, Thane",Magenta,72.71574853,72.71574853,2.25,32.25343212,1,Afternoon,Monday,19.2402,73.1362,Mumbai,Maharashtra,"Kalyan East Bus Depot, Thane",2
"kalyan_west,_kalyan,_thane","Kalyan West, Kalyan, Thane",Magenta,61.11752874,61.11752874,2.15,28.40157855,1,Night,Sunday,19.2403,73.1258,Mumbai,Maharashtra,"Kalyan West, Kalyan, Thane",2
"kamothe_bus_depot,_navi_mumbai","Kamothe Bus Depot, Navi Mumbai",Magenta,65.48719596,65.48719596,1.74,37.57728956,1,Evening,Thursday,19.016,73.0949,Mumbai,Maharashtra,"Kamothe Bus Depot, Navi Mumbai",1
"kandivali_east,_next_to_railway_station,_mumbai","Kandivali East, Next to Railway Station, Mumbai",EVteQ,78.69341922,78.69341922,2.15,36.56255637,1,Evening,Tuesday,19.2104,72.8572,Mumbai,Maharashtra,"Kandivali East, Next to Railway Station, Mumbai",1
"kanjurmarg_east_station,_mumbai","Kanjurmarg East Station, Mumbai",Statiq,118.8974904,118.8974904,12.8,9.2864977,1,Night,Monday,19.1341,72.9297,Mumbai,Maharashtra,"Kanjurmarg East Station, Mumbai",2
"khandeshwar_railway_station,_navi_mumbai","Khandeshwar Railway Station, Navi Mumbai",Tata Power,115.4376412,57.71882061,2.435,34.49484278,2,Evening,Saturday,19.0028,73.1076,Mumbai,Maharashtra,"Khandeshwar Railway Station, Navi Mumbai",6
"khar_danda_road,_mumbai","Khar Danda Road, Mumbai",Tata Power,93.28669152,46.64334576,1.36,37.23624252,2,Morning,Monday,19.0756,72.8322,Mumbai,Maharashtra,"Khar Danda Road, Mumbai",3
"kohinoor_altissimo_residential_tower,_kohinoor_altissimo,_kasaravadi,_dadar,_mumbai,_maharashtra_400028","Kohinoor Altissimo Residential Tower, Kohinoor Altissimo, Kasaravadi, Dadar, Mumbai, Maharashtra 400028",EV Dock,75.52338507,75.52338507,3.03,24.8909192,1,Afternoon,Monday,19.0246,72.8402,Mumbai,Maharashtra,"Kohinoor Altissimo Residential Tower, Kohinoor Altissimo, Kasaravadi, Dadar, Mumbai, Maharashtra 400028",13
"kohinoor_square,_kasaravadi,_dadar,_mumbai,_maharashtra","Kohinoor Square, Kasaravadi, Dadar, Mumbai, Maharashtra",Kazam,27.00471086,27.00471086,0.58,46.41136085,3,Afternoon,Friday,19.02460889,72.84282021,Mumbai,Maharashtra,"Kohinoor Square, Kasaravadi, Dadar, Mumbai, Maharashtra",13
"kohinoor_square,_kasaravadi,_dadar,_mumbai,_maharashtra","Kohinoor Square, Kasaravadi, Dadar, Mumbai, Maharashtra",Magenta,100.2481748,50.12408739,2.875,21.69152116,3,Afternoon,Friday,19.02460889,72.84282021,Mumbai,Maharashtra,"Kohinoor Square, Kasaravadi, Dadar, Mumbai, Maharashtra",13
"kolshet_road,_thane_west","Kolshet Road, Thane West",Jio-bp Pulse,54.46660949,27.23330474,0.71,38.99955201,2,Afternoon,Saturday,19.2587,72.9773,Mumbai,Maharashtra,"Kolshet Road, Thane West",0
"lbs_marg,_kurla_west,_mumbai","LBS Marg, Kurla West, Mumbai",Tata Power,69.42235104,69.42235104,7.02,9.889820742,1,Evening,Monday,19.0702,72.881,Mumbai,Maharashtra,"LBS Marg, Kurla West, Mumbai",14
"lbs_marg,_near_bhandup_station,_mumbai","LBS Marg, Near Bhandup Station, Mumbai",Magenta,82.34119492,41.17059746,1.12,38.29083051,2,Evening,Friday,19.1547,72.9346,Mumbai,Maharashtra,"LBS Marg, Near Bhandup Station, Mumbai",4
"lbs_marg,_near_mulund_station,_mulund_west,_mumbai","LBS Marg, Near Mulund Station, Mulund West, Mumbai",ChargeZone,68.56767861,68.56767861,4.16,16.475471,1,Afternoon,Saturday,19.1726,72.9532,Mumbai,Maharashtra,"LBS Marg, Near Mulund Station, Mulund West, Mumbai",8
"linking_road,_opp_national_college,_bandra_west,_mumbai","Linking Road, Opp National College, Bandra West, Mumbai",Ather,41.15701391,41.15701391,0.89,46.12968887,1,Morning,Friday,19.0618,72.833,Mumbai,Maharashtra,"Linking Road, Opp National College, Bandra West, Mumbai",3
"lodha_xperia_mall,_palava_city,_dombivli","Lodha Xperia Mall, Palava City, Dombivli",Statiq,37.42669941,37.42669941,2.2,16.98014038,1,Afternoon,Tuesday,19.2263,73.0965,Mumbai,Maharashtra,"Lodha Xperia Mall, Palava City, Dombivli",1
"magenta_house,_d-285,_ttc_industrial_area,_nturbhe,_near_unitech_motors,_navi_mumbai,_maharashtra","Magenta House, D-285, TTC Industrial Area, nTurbhe, Near Unitech Motors, Navi Mumbai, Maharashtra",Statiq,31.73575031,31.73575031,2.85,11.12987276,1,Evening,Wednesday,19.0685788,73.022744,Mumbai,Maharashtra,"Magenta House, D-285, TTC Industrial Area, nTurbhe, Near Unitech Motors, Navi Mumbai, Maharashtra",4
"mahalaxmi_race_course,_mumbai","Mahalaxmi Race Course, Mumbai",Magenta,38.36041213,38.36041213,1,38.34376389,1,Night,Tuesday,18.9938,72.8237,Mumbai,Maharashtra,"Mahalaxmi Race Course, Mumbai",14
"maker_maxity,_bkc,_mumbai","Maker Maxity, BKC, Mumbai",Magenta,77.12500791,77.12500791,1.96,39.42909617,1,Morning,Friday,19.058,72.8675,Mumbai,Maharashtra,"Maker Maxity, BKC, Mumbai",5
"malad_west,_mumbai","Malad West, Mumbai",EVteQ,90.23550358,90.23550358,18.64,4.841450613,1,Afternoon,Saturday,19.1851,72.8388,Mumbai,Maharashtra,"Malad West, Mumbai",5
"mankhurd_railway_station,_mumbai","Mankhurd Railway Station, Mumbai",Tata Power,61.11752874,61.11752874,1.64,37.24649566,1,Evening,Monday,19.0498,72.9317,Mumbai,Maharashtra,"Mankhurd Railway Station, Mumbai",1
"mansarovar_railway_station,_navi_mumbai","Mansarovar Railway Station, Navi Mumbai",Magenta,15.5583755,15.5583755,0.35,44.45073085,1,Morning,Monday,19.0121,73.055,Mumbai,Maharashtra,"Mansarovar Railway Station, Navi Mumbai",0
"marol_naka_metro_station,_andheri_east,_mumbai","Marol Naka Metro Station, Andheri East, Mumbai",Volttic,26.58671022,26.58671022,1.09,24.45076324,1,Afternoon,Tuesday,19.1112,72.874,Mumbai,Maharashtra,"Marol Naka Metro Station, Andheri East, Mumbai",16
"marol_naka_metro_station,_mumbai","Marol Naka Metro Station, Mumbai",Statiq,126.7192683,42.23975609,5.876666667,32.66874274,3,Evening,Monday,19.109,72.8771,Mumbai,Maharashtra,"Marol Naka Metro Station, Mumbai",16
"mgl_terminal,_opposite_anik_depot,_wadala,_mumbai","MGL Terminal, Opposite Anik Depot, Wadala, Mumbai",Tata Power,62.20847707,31.10423854,1.015,33.66282179,2,Morning,Sunday,19.0281,72.8647,Mumbai,Maharashtra,"MGL Terminal, Opposite Anik Depot, Wadala, Mumbai",8
"mgl_terminal,_opposite_anik_depot,_wadala,_mumbai,_maharashtra_400022","MGL Terminal, opposite Anik Depot, Wadala, Mumbai, Maharashtra 400022",Tata Power,47.7140959,47.7140959,11.0477729,26.50712322,1,Night,Wednesday,19.0472567,72.8783829,Mumbai,Maharashtra,"MGL Terminal, opposite Anik Depot, Wadala, Mumbai, Maharashtra 400022",4
"mh_|_mumbai_|_nsci_-_worli,nsci,_lala_lajpatrai_marg,_lotus_colony,_worli,_mumbai,_maharashtra_400018","MH | Mumbai | NSCI - Worli,NSCI, Lala Lajpatrai Marg, Lotus Colony, Worli, Mumbai, Maharashtra 400018",ATUM,58.74152298,58.74152298,2.95,19.94270235,3,Afternoon,Monday,18.9862222,72.8149436,Mumbai,Maharashtra,"MH | Mumbai | NSCI - Worli,NSCI, Lala Lajpatrai Marg, Lotus Colony, Worli, Mumbai, Maharashtra 400018",7
"mh_|_mumbai_|_nsci_-_worli,nsci,_lala_lajpatrai_marg,_lotus_colony,_worli,_mumbai,_maharashtra_400018","MH | Mumbai | NSCI - Worli,NSCI, Lala Lajpatrai Marg, Lotus Colony, Worli, Mumbai, Maharashtra 400018",Jio-bp Pulse,36.22941276,36.22941276,3.27,11.09306321,3,Afternoon,Monday,18.9862222,72.8149436,Mumbai,Maharashtra,"MH | Mumbai | NSCI - Worli,NSCI, Lala Lajpatrai Marg, Lotus Colony, Worli, Mumbai, Maharashtra 400018",7
"mh_|_mumbai_|_nsci_-_worli,nsci,_lala_lajpatrai_marg,_lotus_colony,_worli,_mumbai,_maharashtra_400018","MH | Mumbai | NSCI - Worli,NSCI, Lala Lajpatrai Marg, Lotus Colony, Worli, Mumbai, Maharashtra 400018",VoltaPoint,71.70850688,71.70850688,1.85,38.79607655,3,Afternoon,Monday,18.9862222,72.8149436,Mumbai,Maharashtra,"MH | Mumbai | NSCI - Worli,NSCI, Lala Lajpatrai Marg, Lotus Colony, Worli, Mumbai, Maharashtra 400018",7
"mh_|_mumbai_|_the_westin_mumbai_powai_lake,the_westin_mumbai_powai_lake_kailash_nagar,_morarji_nagar,_powai,_mumbai,_maharashtra_400076","MH | Mumbai | The Westin Mumbai Powai Lake,The Westin Mumbai Powai Lake Kailash Nagar, Morarji Nagar, Powai, Mumbai, Maharashtra 400076",Ather,58.74152298,58.74152298,2.95,19.94270235,3,Afternoon,Monday,19.133659,72.900817,Mumbai,Maharashtra,"MH | Mumbai | The Westin Mumbai Powai Lake,The Westin Mumbai Powai Lake Kailash Nagar, Morarji Nagar, Powai, Mumbai, Maharashtra 400076",2
"mh_|_mumbai_|_the_westin_mumbai_powai_lake,the_westin_mumbai_powai_lake_kailash_nagar,_morarji_nagar,_powai,_mumbai,_maharashtra_400076","MH | Mumbai | The Westin Mumbai Powai Lake,The Westin Mumbai Powai Lake Kailash Nagar, Morarji Nagar, Powai, Mumbai, Maharashtra 400076",Jio-bp Pulse,36.22941276,36.22941276,3.27,11.09306321,3,Afternoon,Monday,19.133659,72.900817,Mumbai,Maharashtra,"MH | Mumbai | The Westin Mumbai Powai Lake,The Westin Mumbai Powai Lake Kailash Nagar, Morarji Nagar, Powai, Mumbai, Maharashtra 400076",2
"mh_|_mumbai_|_the_westin_mumbai_powai_lake,the_westin_mumbai_powai_lake_kailash_nagar,_morarji_nagar,_powai,_mumbai,_maharashtra_400076","MH | Mumbai | The Westin Mumbai Powai Lake,The Westin Mumbai Powai Lake Kailash Nagar, Morarji Nagar, Powai, Mumbai, Maharashtra 400076",Magenta,71.70850688,71.70850688,1.85,38.79607655,3,Afternoon,Monday,19.133659,72.900817,Mumbai,Maharashtra,"MH | Mumbai | The Westin Mumbai Powai Lake,The Westin Mumbai Powai Lake Kailash Nagar, Morarji Nagar, Powai, Mumbai, Maharashtra 400076",2
"mira_road_east,_thane","Mira Road East, Thane",EV Dock,42.74479257,42.74479257,1.06,40.2059876,1,Evening,Saturday,19.291,72.8511,Mumbai,Maharashtra,"Mira Road East, Thane",0
"mujawar_pakhadi_rd,_dadar_east,_mumbai","Mujawar Pakhadi Rd, Dadar East, Mumbai",Tata Power,7.275443511,7.275443511,0.35,21.06032431,1,Night,Saturday,19.0202,72.8447,Mumbai,Maharashtra,"Mujawar Pakhadi Rd, Dadar East, Mumbai",14
"mulund_west,_mumbai","Mulund West, Mumbai",ATUM,60.71234573,60.71234573,1.67,36.38918057,1,Evening,Tuesday,19.1721,72.9568,Mumbai,Maharashtra,"Mulund West, Mumbai",6
"mumbai_central_station_parking,_mumbai","Mumbai Central Station Parking, Mumbai",Volttic,46.61987333,46.61987333,6.31,7.388686338,1,Morning,Friday,18.9692,72.8195,Mumbai,Maharashtra,"Mumbai Central Station Parking, Mumbai",10
"nahur_west,_industrial_area,_bhandup_west,_mumbai,_maharashtra","Nahur West, Industrial Area, Bhandup West, Mumbai, Maharashtra",Volttic,61.9271036,61.9271036,2.45,25.27459826,1,Morning,Wednesday,19.1593952,72.945112,Mumbai,Maharashtra,"Nahur West, Industrial Area, Bhandup West, Mumbai, Maharashtra",8
"near_asian_heart_hospital,_opp_bharat_diamond_bourse,_bandra_east,_mumbai,_mh_400051","Near Asian Heart Hospital, Opp Bharat Diamond Bourse, Bandra East, Mumbai, MH 400051",Tata Power,15.27366667,15.27366667,2.84,5.37038419,1,Night,Friday,19.0585,72.8557,Mumbai,Maharashtra,"Near Asian Heart Hospital, Opp Bharat Diamond Bourse, Bandra East, Mumbai, MH 400051",4
"near_ghatkopar_metro_station,_ghatkopar_west,_mumbai","Near Ghatkopar Metro Station, Ghatkopar West, Mumbai",Magenta,52.47892804,26.23946402,0.77,36.2788579,2,Morning,Monday,19.0864,72.9085,Mumbai,Maharashtra,"Near Ghatkopar Metro Station, Ghatkopar West, Mumbai",3
"near_infiniti_mall,_andheri_west,_mumbai","Near Infiniti Mall, Andheri West, Mumbai",Kazam,109.2494517,36.41648392,0.946666667,37.92519462,3,Evening,Monday,19.1372,72.8276,Mumbai,Maharashtra,"Near Infiniti Mall, Andheri West, Mumbai",6
"near_kharghar_station,_navi_mumbai","Near Kharghar Station, Navi Mumbai",Kazam,41.47936113,20.73968057,0.63,34.23218718,2,Morning,Sunday,19.0533,73.0571,Mumbai,Maharashtra,"Near Kharghar Station, Navi Mumbai",1
"near_mumbra_station,_thane","Near Mumbra Station, Thane",Magenta,63.98527915,31.99263958,3.055,17.6502573,2,Afternoon,Thursday,19.1808,72.9836,Mumbai,Maharashtra,"Near Mumbra Station, Thane",2
"near_palava_city,_dombivli_east","Near Palava City, Dombivli East",Tata Power,65.43101691,65.43101691,3.23,20.27269894,1,Night,Sunday,19.2081,73.1041,Mumbai,Maharashtra,"Near Palava City, Dombivli East",1
"near_to_orion_mall/_new_panvel_bridge,_old,_mumbai_-_pune_expy,","Near to Orion Mall/ New Panvel Bridge, Old, Mumbai - Pune Expy,",ATUM,44.15948701,44.15948701,1.86,23.75243532,2,Morning,Thursday,18.99453515,73.11513242,Mumbai,Maharashtra,"Near to Orion Mall/ New Panvel Bridge, Old, Mumbai - Pune Expy,",4
"near_to_orion_mall/_new_panvel_bridge,_old,_mumbai_-_pune_expy,","Near to Orion Mall/ New Panvel Bridge, Old, Mumbai - Pune Expy,",Magenta,40.78700348,40.78700348,3.7,11.03185075,2,Morning,Thursday,18.99453515,73.11513242,Mumbai,Maharashtra,"Near to Orion Mall/ New Panvel Bridge, Old, Mumbai - Pune Expy,",4
"near_vikhroli_station_east,_mumbai","Near Vikhroli Station East, Mumbai",Tata Power,173.7601022,57.92003408,2.05,31.87006694,3,Evening,Saturday,19.106,72.9286,Mumbai,Maharashtra,"Near Vikhroli Station East, Mumbai",3
"nehru_nagar,_near_kurla_station,_mumbai","Nehru Nagar, Near Kurla Station, Mumbai",Kazam,72.08924277,72.08924277,9.62,7.494575511,1,Night,Friday,19.0731,72.8828,Mumbai,Maharashtra,"Nehru Nagar, Near Kurla Station, Mumbai",12
"nehru_nagar_bus_stand,_kurla_east,_mumbai","Nehru Nagar Bus Stand, Kurla East, Mumbai",Statiq,21.0022301,21.0022301,0.8,26.23272288,1,Night,Friday,19.072,72.8821,Mumbai,Maharashtra,"Nehru Nagar Bus Stand, Kurla East, Mumbai",13
"neptune_magnet_mall,_lbs_marg,_bhandup_west,_mumbai","Neptune Magnet Mall, LBS Marg, Bhandup West, Mumbai",Jio-bp Pulse,12.35040612,12.35040612,0.28,44.04764539,1,Night,Wednesday,19.1485,72.9358,Mumbai,Maharashtra,"Neptune Magnet Mall, LBS Marg, Bhandup West, Mumbai",5
"next_to_bharat_diamond_bourse,_bkc,_mumbai","Next to Bharat Diamond Bourse, BKC, Mumbai",Statiq,140.487341,46.82911366,1.88,27.85021111,3,Night,Friday,19.0588,72.8703,Mumbai,Maharashtra,"Next to Bharat Diamond Bourse, BKC, Mumbai",6
"next_to_diamond_garden,_chembur,_mumbai","Next to Diamond Garden, Chembur, Mumbai",Tata Power,62.25705815,31.12852907,0.975,34.04970785,2,Afternoon,Monday,19.0455,72.8996,Mumbai,Maharashtra,"Next to Diamond Garden, Chembur, Mumbai",6
"next_to_infinity_mall,_new_link_rd,_malad_west,_mumbai","Next to Infinity Mall, New Link Rd, Malad West, Mumbai",Magenta,69.28636089,34.64318044,0.96,30.49358113,2,Morning,Thursday,19.1736,72.8352,Mumbai,Maharashtra,"Next to Infinity Mall, New Link Rd, Malad West, Mumbai",6
"next_to_vrl_logistics,_ashok_gardens,_pd’mello_rd,_sewri_west,_mumbai_400033","Next to VRL Logistics, Ashok Gardens, PD’Mello Rd, Sewri West, Mumbai 400033",Ather,21.13404478,21.13404478,0.65,32.2920457,1,Night,Sunday,18.9959,72.8532,Mumbai,Maharashtra,"Next to VRL Logistics, Ashok Gardens, PD’Mello Rd, Sewri West, Mumbai 400033",3
"ns_phadake_marg,_opp_teli_galli,near_eastern_expres_highway,_andheri_east_mumbai_400069u00c2u00a0","NS Phadake Marg, Opp Teli galli,Near Eastern expres Highway, Andheri East Mumbai 400069u00c2u00a0",ATUM,47.31460938,47.31460938,4.66,10.16337295,1,Afternoon,Sunday,19.1142415,72.8518766,Mumbai,Maharashtra,"NS Phadake Marg, Opp Teli galli,Near Eastern expres Highway, Andheri East Mumbai 400069u00c2u00a0",3
